当地时间 哈尔滨太平(机场）,气温,气象站大气压,海平面大气压,相对湿度,风向,平均风速,最大阵风,特殊天象,重要天象,总云量,能见度,露点温度,时间,日期
23.04.2023 23:00,1,757.2,770.4,35,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,-13,23:00,23.04.2023
23.04.2023 22:00,2,757.2,770.4,35,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,-12,22:00,23.04.2023
23.04.2023 21:00,2,757.2,770.4,32,从西南方吹来的风,4,,,,无明显的云,10.0 大于等于,-13,21:00,23.04.2023
23.04.2023 20:00,6,757.4,770.4,24,从西南偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-13,20:00,23.04.2023
23.04.2023 19:00,7,757.5,770.4,23,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-13,19:00,23.04.2023
23.04.2023 18:00,9,756.8,769.6,18,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-14,18:00,23.04.2023
23.04.2023 17:00,10,756.8,769.6,16,从西北方吹来的风,6,,,,无明显的云,10.0 大于等于,-15,17:00,23.04.2023
23.04.2023 16:00,11,756.8,769.6,16,从西北方吹来的风,7,,,,无明显的云,10.0 大于等于,-14,16:00,23.04.2023
23.04.2023 15:00,10,757.6,770.4,19,从西北偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,-13,15:00,23.04.2023
23.04.2023 14:00,10,757.6,770.4,17,从西北方吹来的风,7,12,,,无明显的云,10.0 大于等于,-14,14:00,23.04.2023
23.04.2023 13:00,11,758.3,771.1,17,从西北方吹来的风,7,,,,无明显的云,10.0 大于等于,-13,13:00,23.04.2023
23.04.2023 12:00,10,758.3,771.1,19,从西北偏北方向吹来的风,8,13,,,无明显的云,10.0 大于等于,-13,12:00,23.04.2023
23.04.2023 11:00,9,759,771.9,21,从西北方吹来的风,9,,,,少云 (10-30%) 1200 米,10.0 大于等于,-12,11:00,23.04.2023
23.04.2023 10:00,9,759,771.9,23,从西北方吹来的风,9,,,,无明显的云,10.0 大于等于,-11,10:00,23.04.2023
23.04.2023 09:00,7,758.9,771.9,31,从西北方吹来的风,7,,,,无明显的云,10.0 大于等于,-9,9:00,23.04.2023
23.04.2023 08:00,6,758.9,771.9,36,从西北方吹来的风,6,,,,无明显的云,10.0 大于等于,-8,8:00,23.04.2023
23.04.2023 07:00,4,758.8,771.9,42,从西北偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-8,7:00,23.04.2023
23.04.2023 06:00,2,757.9,771.1,48,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-8,6:00,23.04.2023
23.04.2023 05:00,0,757.8,771.1,47,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-10,5:00,23.04.2023
23.04.2023 04:00,1,757.2,770.4,44,从西北偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-10,4:00,23.04.2023
23.04.2023 03:00,1,757.2,770.4,44,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-10,3:00,23.04.2023
23.04.2023 02:00,2,757.2,770.4,44,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-9,2:00,23.04.2023
23.04.2023 01:00,2,756.4,769.6,41,从西北偏西方向吹来的风,4,,,,无明显的云,10.0 大于等于,-10,1:00,23.04.2023
23.04.2023 00:00,2,756.4,769.6,41,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-10,0:00,23.04.2023
22.04.2023 23:00,3,756.5,769.6,35,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,23:00,22.04.2023
22.04.2023 22:00,4,756.5,769.6,33,从西北偏西方向吹来的风,3,,,,无明显的云,10.0 大于等于,-11,22:00,22.04.2023
22.04.2023 21:00,5,755.9,768.9,33,从西方吹来的风,2,,,,无明显的云,10.0 大于等于,-10,21:00,22.04.2023
22.04.2023 20:00,6,755.9,768.9,29,从西北偏北方向吹来的风,1,,,,无明显的云,10.0 大于等于,-11,20:00,22.04.2023
22.04.2023 19:00,7,755.2,768.1,27,从北方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,19:00,22.04.2023
22.04.2023 18:00,8,755.2,768.1,25,从西北偏北方向吹来的风,5,,,,无明显的云,10.0 大于等于,-11,18:00,22.04.2023
22.04.2023 17:00,9,755.3,768.1,21,从西北偏北方向吹来的风,7,,,,无明显的云,10.0 大于等于,-12,17:00,22.04.2023
22.04.2023 16:00,10,754.5,767.3,20,从西北偏北方向吹来的风,8,,,,无明显的云,10.0 大于等于,-12,16:00,22.04.2023
22.04.2023 15:00,11,754.6,767.3,17,从西北方吹来的风,7,,,,无明显的云,10.0 大于等于,-13,15:00,22.04.2023
22.04.2023 14:00,10,754.5,767.3,17,从西北方吹来的风,9,,,,无明显的云,10.0 大于等于,-14,14:00,22.04.2023
22.04.2023 13:00,11,754.6,767.3,16,从西北方吹来的风,8,,,,无明显的云,10.0 大于等于,-14,13:00,22.04.2023
22.04.2023 12:00,11,755.4,768.1,17,从西北偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,-13,12:00,22.04.2023
22.04.2023 11:00,10,755.3,768.1,19,从西北方吹来的风,8,14,,,无明显的云,10.0 大于等于,-13,11:00,22.04.2023
22.04.2023 10:00,9,756.1,768.9,21,从西北方吹来的风,6,,,,无明显的云,10.0 大于等于,-12,10:00,22.04.2023
22.04.2023 09:00,8,756,768.9,34,从西北方吹来的风,5,10,,,无明显的云,10.0 大于等于,-7,9:00,22.04.2023
22.04.2023 08:00,6,755.9,768.9,39,从西北偏北方向吹来的风,4,,,,无明显的云,10.0 大于等于,-7,8:00,22.04.2023
22.04.2023 07:00,4,755.1,768.1,45,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-7,7:00,22.04.2023
22.04.2023 06:00,1,754.9,768.1,48,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-9,6:00,22.04.2023
22.04.2023 05:00,-3,754.7,768.1,59,从西南方吹来的风,3,,,,无明显的云,10.0 大于等于,-10,5:00,22.04.2023
22.04.2023 04:00,-2,754,767.3,55,风向多变,1,,,,无明显的云,10.0 大于等于,-10,4:00,22.04.2023
22.04.2023 03:00,-2,753.3,766.6,55,风向多变,1,,,,无明显的云,10.0 大于等于,-10,3:00,22.04.2023
22.04.2023 02:00,1,753.4,766.6,41,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-11,2:00,22.04.2023
22.04.2023 01:00,1,753.4,766.6,41,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,1:00,22.04.2023
22.04.2023 00:00,2,752.7,765.8,38,从西方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,0:00,22.04.2023
21.04.2023 23:00,2,752.7,765.8,38,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-11,23:00,21.04.2023
21.04.2023 22:00,4,752,765,36,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,-10,22:00,21.04.2023
21.04.2023 21:00,5,752.1,765,31,从西北偏西方向吹来的风,2,,,,无明显的云,10.0 大于等于,-11,21:00,21.04.2023
21.04.2023 20:00,6,752.1,765,29,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-11,20:00,21.04.2023
21.04.2023 19:00,7,750.7,763.5,27,从西北方吹来的风,4,,,,无明显的云,10.0 大于等于,-11,19:00,21.04.2023
21.04.2023 18:00,8,750.7,763.5,18,从西北偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-15,18:00,21.04.2023
21.04.2023 17:00,9,750.1,762.8,13,从西北方吹来的风,8,14,,,无明显的云,10.0 大于等于,-18,17:00,21.04.2023
21.04.2023 16:00,10,750.1,762.8,10,从西北偏西方向吹来的风,9,14,,,无明显的云,10.0 大于等于,-20,16:00,21.04.2023
21.04.2023 15:00,10,750.1,762.8,17,从西北偏西方向吹来的风,9,15,,,无明显的云,10.0 大于等于,-14,15:00,21.04.2023
21.04.2023 14:00,10,750.1,762.8,22,从西北偏西方向吹来的风,9,15,,,少云 (10-30%) 1200 米,10.0 大于等于,-11,14:00,21.04.2023
21.04.2023 13:00,10,750.1,762.8,20,从西北方吹来的风,9,14,,,少云 (10-30%) 1200 米,10.0 大于等于,-12,13:00,21.04.2023
21.04.2023 12:00,10,750.1,762.8,22,从西北方吹来的风,9,15,,,无明显的云,10.0 大于等于,-11,12:00,21.04.2023
21.04.2023 11:00,8,750.7,763.5,25,从西北偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,-11,11:00,21.04.2023
21.04.2023 10:00,7,750.7,763.5,31,从西北偏西方向吹来的风,8,,,,无明显的云,10.0 大于等于,-9,10:00,21.04.2023
21.04.2023 09:00,6,750.6,763.5,34,从西北偏西方向吹来的风,8,,,,无明显的云,10.0 大于等于,-9,9:00,21.04.2023
21.04.2023 08:00,4,750.5,763.5,39,从西北方吹来的风,9,,,,无明显的云,10.0 大于等于,-9,8:00,21.04.2023
21.04.2023 07:00,3,749.8,762.8,38,从西北方吹来的风,9,14,,,无明显的云,10.0 大于等于,-10,7:00,21.04.2023
21.04.2023 06:00,2,749.7,762.8,35,从西北偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-12,6:00,21.04.2023
21.04.2023 05:00,0,748.9,762,47,从西北偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-10,5:00,21.04.2023
21.04.2023 04:00,1,748.1,761.2,38,从西北偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,-12,4:00,21.04.2023
21.04.2023 03:00,2,747.5,760.5,23,从西北偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,-17,3:00,21.04.2023
21.04.2023 02:00,1,747.4,760.5,38,从西南偏西方向吹来的风,6,,,,无明显的云,10.0 大于等于,-12,2:00,21.04.2023
21.04.2023 01:00,2,747.5,760.5,30,从西方吹来的风,4,,,,无明显的云,10.0 大于等于,-14,1:00,21.04.2023
21.04.2023 00:00,3,747.5,760.5,26,从西方吹来的风,6,,,,无明显的云,10.0 大于等于,-15,0:00,21.04.2023
20.04.2023 23:00,4,746.8,759.7,24,从西方吹来的风,5,,,,无明显的云,10.0 大于等于,-15,23:00,20.04.2023
20.04.2023 22:00,6,746.9,759.7,19,从西方吹来的风,6,,,,无明显的云,10.0 大于等于,-16,22:00,20.04.2023
20.04.2023 21:00,6,746.2,759,22,从西方吹来的风,7,,,,疏云 (40-50%) 1200 米,10.0 大于等于,-14,21:00,20.04.2023
20.04.2023 20:00,7,745.5,758.2,18,从西方吹来的风,8,,,,疏云 (40-50%) 1200 米,10.0 大于等于,-16,20:00,20.04.2023
20.04.2023 19:00,8,745,757.7,18,从西方吹来的风,6,,,,疏云 (40-50%) 1200 米,10.0 大于等于,-15,19:00,20.04.2023
20.04.2023 18:00,9,743.6,756.2,15,从西方吹来的风,8,,,,少云 (10-30%) 1200 米,8,-16,18:00,20.04.2023
20.04.2023 17:00,10,743.6,756.2,14,从西方吹来的风,10,16,,,少云 (10-30%) 1200 米,7,-16,17:00,20.04.2023
20.04.2023 16:00,10,742.8,755.4,12,从西北偏西方向吹来的风,11,16,,,疏云 (40-50%) 1200 米,6,-18,16:00,20.04.2023
20.04.2023 15:00,11,742.1,754.6,10,从西北偏西方向吹来的风,11,17,沙,,疏云 (40-50%) 1200 米,4,-20,15:00,20.04.2023
20.04.2023 14:00,11,741.4,753.9,10,从西方吹来的风,14,21,沙,,疏云 (40-50%) 1200 米,4,-19,14:00,20.04.2023
20.04.2023 13:00,11,741.4,753.9,12,从西方吹来的风,15,22,沙,,疏云 (40-50%) 1200 米,4.5,-17,13:00,20.04.2023
20.04.2023 12:00,11,741.4,753.9,12,从西方吹来的风,13,22,沙,,疏云 (40-50%) 990 米,4,-17,12:00,20.04.2023
20.04.2023 11:00,9,742,754.6,15,从西方吹来的风,13,19,沙,,疏云 (40-50%) 1200 米,5,-16,11:00,20.04.2023
20.04.2023 10:00,10,741.4,753.9,24,从西方吹来的风,14,20,沙,,疏云 (40-50%) 1200 米,4,-10,10:00,20.04.2023
20.04.2023 09:00,10,742.1,754.6,32,从西方吹来的风,12,17,,,无明显的云,7,-6,9:00,20.04.2023
20.04.2023 08:00,9,741.3,753.9,32,从西方吹来的风,12,19,,,无明显的云,10.0 大于等于,-7,8:00,20.04.2023
20.04.2023 07:00,9,741.3,753.9,32,从西方吹来的风,11,18,,,无明显的云,10.0 大于等于,-7,7:00,20.04.2023
20.04.2023 06:00,9,741.3,753.9,34,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,-6,6:00,20.04.2023
20.04.2023 05:00,8,740.5,753.1,40,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,-5,5:00,20.04.2023
20.04.2023 04:00,9,738.3,750.8,46,从西方吹来的风,8,,,,无明显的云,10.0 大于等于,-2,4:00,20.04.2023
20.04.2023 03:00,10,736.8,749.3,54,从西方吹来的风,8,,,,少云 (10-30%) 990 米,10.0 大于等于,1,3:00,20.04.2023
20.04.2023 02:00,11,736.1,748.5,50,从西方吹来的风,6,,,,疏云 (40-50%) 990 米,8,1,2:00,20.04.2023
20.04.2023 01:00,11,735.4,747.8,58,从西方吹来的风,5,,,,疏云 (40-50%) 990 米,10.0 大于等于,3,1:00,20.04.2023
20.04.2023 00:00,12,734.7,747,54,从西方吹来的风,5,,,,疏云 (40-50%) 990 米,10.0 大于等于,3,0:00,20.04.2023
19.04.2023 23:00,18,733.4,745.5,32,从西南方吹来的风,7,,,,多云 (60-90%) 990 米,10.0 大于等于,1,23:00,19.04.2023
19.04.2023 22:00,16,733.4,745.5,39,从西南偏南方向吹来的风,5,,,,多云 (60-90%) 990 米,10.0 大于等于,2,22:00,19.04.2023
19.04.2023 21:00,13,734,746.3,47,从东南偏南方向吹来的风,4,,,,多云 (60-90%) 1200 米,10.0 大于等于,2,21:00,19.04.2023
19.04.2023 20:00,13,734.7,747,44,从东南偏东方向吹来的风,2,,,,多云 (60-90%) 1380 米,10.0 大于等于,1,20:00,19.04.2023
19.04.2023 19:00,13,734.7,747,44,从东方吹来的风,2,,,,无明显的云,10.0 大于等于,1,19:00,19.04.2023
19.04.2023 18:00,16,735.6,747.8,36,从东方吹来的风,4,,,,疏云 (40-50%) 1380 米,10.0 大于等于,1,18:00,19.04.2023
19.04.2023 17:00,17,735.7,747.8,37,从东方吹来的风,4,,,,无明显的云,10.0 大于等于,2,17:00,19.04.2023
19.04.2023 16:00,18,736.4,748.5,34,从东方吹来的风,3,,,,无明显的云,10.0 大于等于,2,16:00,19.04.2023
19.04.2023 15:00,17,736.4,748.5,34,从东方吹来的风,4,,,,无明显的云,10.0 大于等于,1,15:00,19.04.2023
19.04.2023 14:00,17,737.1,749.3,32,从东南方吹来的风,4,,,,无明显的云,10.0 大于等于,0,14:00,19.04.2023
19.04.2023 13:00,16,737.9,750.1,31,从东南偏东方向吹来的风,5,,,,无明显的云,10.0 大于等于,-1,13:00,19.04.2023
19.04.2023 12:00,15,739.3,751.6,31,从东南方吹来的风,5,,,,无明显的云,10.0 大于等于,-2,12:00,19.04.2023
19.04.2023 11:00,14,740,752.3,31,从东南方吹来的风,5,,,,无明显的云,10.0 大于等于,-3,11:00,19.04.2023
19.04.2023 10:00,13,740.7,753.1,31,从东南方吹来的风,6,,,,无明显的云,10.0 大于等于,-4,10:00,19.04.2023
19.04.2023 09:00,11,741.4,753.9,35,从东南偏东方向吹来的风,5,,,,无明显的云,10.0 大于等于,-4,9:00,19.04.2023
19.04.2023 08:00,10,742.1,754.6,40,从东南偏东方向吹来的风,5,,,,无明显的云,10.0 大于等于,-3,8:00,19.04.2023
19.04.2023 07:00,8,742,754.6,50,从东南方吹来的风,5,,,,无明显的云,10.0 大于等于,-2,7:00,19.04.2023
19.04.2023 06:00,5,742.6,755.4,66,从东南偏东方向吹来的风,5,,,,无明显的云,10.0 大于等于,-1,6:00,19.04.2023
19.04.2023 05:00,4,744,756.9,65,从东南偏东方向吹来的风,4,,,,无明显的云,10.0 大于等于,-2,5:00,19.04.2023
19.04.2023 04:00,4,744,756.9,75,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,0,4:00,19.04.2023
19.04.2023 03:00,4,744,756.9,70,从东方吹来的风,2,,,,无明显的云,10.0 大于等于,-1,3:00,19.04.2023
19.04.2023 02:00,4,744,756.9,75,从东南偏东方向吹来的风,3,,,,无明显的云,10.0 大于等于,0,2:00,19.04.2023
19.04.2023 01:00,5,744.1,756.9,70,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,0,1:00,19.04.2023
19.04.2023 00:00,6,744.9,757.7,66,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,0,0:00,19.04.2023
18.04.2023 23:00,2,744.7,757.7,75,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,-2,23:00,18.04.2023
18.04.2023 22:00,3,744.8,757.7,65,从东方吹来的风,1,,,,无明显的云,10.0 大于等于,-3,22:00,18.04.2023
18.04.2023 21:00,6,744.9,757.7,66,从东北方吹来的风,2,,,,无明显的云,10.0 大于等于,0,21:00,18.04.2023
18.04.2023 20:00,7,745,757.7,42,风向多变,1,,,,无明显的云,10.0 大于等于,-5,20:00,18.04.2023
18.04.2023 19:00,11,744.4,756.9,28,从西北方吹来的风,3,,,,无明显的云,10.0 大于等于,-7,19:00,18.04.2023
18.04.2023 18:00,13,743.8,756.2,24,从西北偏西方向吹来的风,5,,,,无明显的云,10.0 大于等于,-7,18:00,18.04.2023
18.04.2023 17:00,14,743,755.4,25,从西北偏西方向吹来的风,7,,,,无明显的云,10.0 大于等于,-6,17:00,18.04.2023
18.04.2023 16:00,15,743.1,755.4,25,从西北方吹来的风,9,,,,无明显的云,10.0 大于等于,-5,16:00,18.04.2023
18.04.2023 15:00,15,742.3,754.6,29,从西北方吹来的风,9,,,,无明显的云,10.0 大于等于,-3,15:00,18.04.2023
18.04.2023 14:00,14,741.5,753.9,31,从西北方吹来的风,10,,,,疏云 (40-50%) 990 米,10.0 大于等于,-3,14:00,18.04.2023
18.04.2023 13:00,13,741.5,753.9,36,从西北偏西方向吹来的风,9,15,,,疏云 (40-50%) 1200 米,10.0 大于等于,-2,13:00,18.04.2023
18.04.2023 12:00,11,740.6,753.1,44,从西北偏西方向吹来的风,8,13,,,无明显的云,10.0 大于等于,-1,12:00,18.04.2023
18.04.2023 11:00,9,741.3,753.9,54,从西北偏西方向吹来的风,8,,,,阴天 (100%) 1200 米,10.0 大于等于,0,11:00,18.04.2023
18.04.2023 10:00,10,740.6,753.1,47,从西北偏西方向吹来的风,10,17,,,疏云 (40-50%) 1200 米,10.0 大于等于,-1,10:00,18.04.2023
18.04.2023 09:00,10,739.8,752.3,62,从西北偏西方向吹来的风,9,15,,,疏云 (40-50%) 1200 米,10.0 大于等于,3,9:00,18.04.2023
18.04.2023 08:00,9,739.1,751.6,66,从西南偏西方向吹来的风,9,,,,无明显的云,10.0 大于等于,3,8:00,18.04.2023
18.04.2023 07:00,8,739,751.6,82,从西南偏南方向吹来的风,6,11,,,多云 (60-90%) 1200 米,10.0 大于等于,5,7:00,18.04.2023
18.04.2023 06:00,7,739,751.6,87,从西南偏南方向吹来的风,5,,轻度（小）（弱） 雨,,多云 (60-90%) 990 米,10.0 大于等于,5,6:00,18.04.2023
18.04.2023 05:00,7,739.7,752.3,87,从南方吹来的风,5,,轻度（小）（弱） 雨,,多云 (60-90%) 1200 米,10.0 大于等于,5,5:00,18.04.2023
18.04.2023 04:00,9,739.7,752.3,62,从西南偏南方向吹来的风,6,,轻度（小）（弱） 雨,,疏云 (40-50%) 1200 米,10.0 大于等于,2,4:00,18.04.2023
18.04.2023 03:00,10,740.6,753.1,54,从南方吹来的风,7,,,,无明显的云,10.0 大于等于,1,3:00,18.04.2023
18.04.2023 02:00,9,741.3,753.9,58,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,1,2:00,18.04.2023
18.04.2023 01:00,9,742,754.6,58,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,1,1:00,18.04.2023
18.04.2023 00:00,10,742.8,755.4,54,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,1,0:00,18.04.2023
17.04.2023 23:00,11,743.7,756.2,47,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,0,23:00,17.04.2023
17.04.2023 22:00,12,743.7,756.2,41,从南方吹来的风,5,,,,无明显的云,10.0 大于等于,-1,22:00,17.04.2023
17.04.2023 21:00,11,744.4,756.9,41,从东南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-2,21:00,17.04.2023
17.04.2023 20:00,11,744.4,756.9,41,从东南偏南方向吹来的风,2,,,,无明显的云,10.0 大于等于,-2,20:00,17.04.2023
17.04.2023 19:00,12,743.7,756.2,38,从南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,19:00,17.04.2023
17.04.2023 18:00,14,743.8,756.2,33,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,18:00,17.04.2023
17.04.2023 17:00,16,743.9,756.2,27,从东南偏南方向吹来的风,3,,,,无明显的云,10.0 大于等于,-3,17:00,17.04.2023
17.04.2023 16:00,17,743.9,756.2,25,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,-3,16:00,17.04.2023
17.04.2023 15:00,16,743.9,756.2,27,从西南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,-3,15:00,17.04.2023
17.04.2023 14:00,17,744.6,756.9,27,从西南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,-2,14:00,17.04.2023
17.04.2023 13:00,17,744.6,756.9,27,从西南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,-2,13:00,17.04.2023
17.04.2023 12:00,16,745.4,757.7,39,从南方吹来的风,4,,,,无明显的云,10.0 大于等于,2,12:00,17.04.2023
17.04.2023 11:00,15,745.8,758.2,42,从东南偏南方向吹来的风,4,,,,无明显的云,10.0 大于等于,2,11:00,17.04.2023
17.04.2023 10:00,13,745.7,758.2,44,从东南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,1,10:00,17.04.2023
17.04.2023 09:00,11,745.6,758.2,47,从东南方吹来的风,6,,,,无明显的云,10.0 大于等于,0,9:00,17.04.2023
17.04.2023 08:00,8,745.5,758.2,62,从东南方吹来的风,5,,,,无明显的云,10.0 大于等于,1,8:00,17.04.2023
17.04.2023 07:00,6,745.4,758.2,66,从东南偏南方向吹来的风,5,,,,无明显的云,10.0 大于等于,0,7:00,17.04.2023
17.04.2023 06:00,5,744.9,757.7,70,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,0,6:00,17.04.2023
17.04.2023 05:00,3,744,756.9,70,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,-2,5:00,17.04.2023
17.04.2023 04:00,3,744,756.9,75,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,-1,4:00,17.04.2023
17.04.2023 03:00,3,744,756.9,75,从东方吹来的风,2,,,,无明显的云,10.0 大于等于,-1,3:00,17.04.2023
17.04.2023 02:00,4,743.4,756.2,70,从东南方吹来的风,3,,,,无明显的云,10.0 大于等于,-1,2:00,17.04.2023
17.04.2023 01:00,3,743.3,756.2,75,从东南偏东方向吹来的风,2,,,,无明显的云,10.0 大于等于,-1,1:00,17.04.2023
17.04.2023 00:00,3,743.3,756.2,75,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,-1,0:00,17.04.2023
16.04.2023 23:00,4,743.4,756.2,70,从东南方吹来的风,2,,,,无明显的云,10.0 大于等于,-1,23:00,16.04.2023
16.04.2023 22:00,2,742.5,755.4,75,从东方吹来的风,2,,,,无明显的云,10.0 大于等于,-2,22:00,16.04.2023
16.04.2023 21:00,4,742.6,755.4,75,从东北方吹来的风,2,,,,无明显的云,10.0 大于等于,0,21:00,16.04.2023
16.04.2023 20:00,6,742.7,755.4,66,从东北偏东方向吹来的风,3,,,,无明显的云,10.0 大于等于,0,20:00,16.04.2023
