气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,重要天象,时间,date
13,734,746.3,77,5,,,23:00,2023/4/10
12,734,746.3,77,5,,,22:00,2023/4/10
13,734,746.3,72,5,,,21:00,2023/4/10
14,734.1,746.3,67,6,,,20:00,2023/4/10
14,734.1,746.3,59,5,尘,,19:00,2023/4/10
16,733.4,745.5,42,5,尘,,18:00,2023/4/10
16,732.6,744.7,55,7,沙,,17:00,2023/4/10
16,733.4,745.5,55,7,沙,,16:00,2023/4/10
15,732.5,744.7,59,7,沙,,15:00,2023/4/10
16,733.4,745.5,55,11,沙,,14:00,2023/4/10
17,733.4,745.5,52,13,沙,,13:00,2023/4/10
17,733.4,745.5,52,13,沙,,12:00,2023/4/10
17,734.2,746.3,49,10,沙,,11:00,2023/4/10
16,734.1,746.3,48,10,沙,,10:00,2023/4/10
14,734.7,747,51,9,沙,,9:00,2023/4/10
13,734.7,747,51,9,,,8:00,2023/4/10
12,735.5,747.8,54,7,,,7:00,2023/4/10
11,735.4,747.8,58,6,,,6:00,2023/4/10
10,736.1,748.5,58,5,,,5:00,2023/4/10
11,736.1,748.5,58,5,,,4:00,2023/4/10
11,736.9,749.3,58,5,,,3:00,2023/4/10
12,736.9,749.3,58,7,,,2:00,2023/4/10
13,737.8,750.1,55,7,,,1:00,2023/4/10
13,738.4,750.8,55,7,,,0:00,2023/4/10
12,738.4,750.8,58,5,,,23:00,2023/4/9
13,738.4,750.8,51,3,,,22:00,2023/4/9
13,738.4,750.8,47,4,,,21:00,2023/4/9
15,737.8,750.1,39,4,,,20:00,2023/4/9
15,737.8,750.1,36,4,烟,,19:00,2023/4/9
17,737.1,749.3,30,3,烟,,18:00,2023/4/9
20,737.3,749.3,24,6,,,17:00,2023/4/9
21,737.3,749.3,21,10,,,16:00,2023/4/9
21,737.3,749.3,23,11,,,15:00,2023/4/9
21,737.3,749.3,23,12,,,14:00,2023/4/9
20,738,750.1,24,10,,,13:00,2023/4/9
19,738,750.1,26,10,,,12:00,2023/4/9
17,738.6,750.8,30,9,,,11:00,2023/4/9
15,738.5,750.8,31,8,,,10:00,2023/4/9
13,739.2,751.6,36,7,,,9:00,2023/4/9
10,739.1,751.6,40,6,,,8:00,2023/4/9
7,739,751.6,46,6,,,7:00,2023/4/9
5,738.9,751.6,45,6,,,6:00,2023/4/9
4,738.8,751.6,45,5,,,5:00,2023/4/9
3,738.8,751.6,45,5,,,4:00,2023/4/9
3,739.5,752.3,45,5,,,3:00,2023/4/9
4,740.3,753.1,39,6,,,2:00,2023/4/9
3,741,753.9,41,4,,,1:00,2023/4/9
5,741.8,754.6,36,6,,,0:00,2023/4/9
5,742.6,755.4,36,6,,,23:00,2023/4/8
6,742.7,755.4,31,5,,,22:00,2023/4/8
6,743.4,756.2,29,5,,,21:00,2023/4/8
5,744.1,756.9,31,3,,,20:00,2023/4/8
7,744.2,756.9,27,3,,,19:00,2023/4/8
8,744.2,756.9,25,3,,,18:00,2023/4/8
11,744.4,756.9,19,5,,,17:00,2023/4/8
11,744.4,756.9,20,7,,,16:00,2023/4/8
11,745.1,757.7,20,6,,,15:00,2023/4/8
10,745.1,757.7,22,6,,,14:00,2023/4/8
10,745.6,758.2,25,8,,,13:00,2023/4/8
9,746.3,759,29,7,,,12:00,2023/4/8
8,746.3,759,34,5,,,11:00,2023/4/8
6,746.9,759.7,46,4,,,10:00,2023/4/8
4,746.8,759.7,56,5,,,9:00,2023/4/8
2,746.7,759.7,60,4,,,8:00,2023/4/8
0,746.6,759.7,75,4,,,7:00,2023/4/8
-2,745.8,759,93,4,,,6:00,2023/4/8
-2,745.8,759,93,3,,,5:00,2023/4/8
-2,745,758.2,93,3,轻度（小）（弱） 雪,,4:00,2023/4/8
-2,745,758.2,86,3,轻度（小）（弱） 雪,,3:00,2023/4/8
-3,745,758.2,86,3,,,2:00,2023/4/8
-4,744.9,758.2,86,3,,,1:00,2023/4/8
-3,745,758.2,74,3,,,0:00,2023/4/8
-2,744.5,757.7,69,2,,,23:00,2023/4/7
-2,744.5,757.7,64,2,,,22:00,2023/4/7
-2,744.5,757.7,64,2,,,21:00,2023/4/7
-1,743.8,756.9,55,3,,,20:00,2023/4/7
0,743.9,756.9,51,2,,,19:00,2023/4/7
1,743.9,756.9,41,4,,,18:00,2023/4/7
2,743.3,756.2,38,5,,,17:00,2023/4/7
3,743.3,756.2,35,6,,,16:00,2023/4/7
3,743.3,756.2,35,9,,,15:00,2023/4/7
4,743.4,756.2,28,9,,,14:00,2023/4/7
2,743.3,756.2,35,8,,,13:00,2023/4/7
3,743.3,756.2,30,9,,,12:00,2023/4/7
3,743.3,756.2,30,8,,,11:00,2023/4/7
2,744,756.9,32,9,,,10:00,2023/4/7
1,743.2,756.2,35,8,,,9:00,2023/4/7
1,743.2,756.2,38,7,,,8:00,2023/4/7
0,743.2,756.2,47,6,,,7:00,2023/4/7
-1,743.1,756.2,51,6,,,6:00,2023/4/7
-2,743.1,756.2,55,4,,,5:00,2023/4/7
-1,742.3,755.4,55,5,,,4:00,2023/4/7
0,741.6,754.6,51,6,,,3:00,2023/4/7
1,741.6,754.6,44,5,,,2:00,2023/4/7
3,741,753.9,38,6,,,1:00,2023/4/7
4,740.3,753.1,45,5,,,0:00,2023/4/7
1,739.4,752.3,51,4,烟,,23:00,2023/4/6
4,740.3,753.1,39,2,烟,,22:00,2023/4/6
4,740.3,753.1,39,2,,,21:00,2023/4/6
5,741.1,753.9,39,2,,,20:00,2023/4/6
6,740.4,753.1,36,3,,,19:00,2023/4/6
9,740.5,753.1,27,3,,,18:00,2023/4/6
10,740.6,753.1,22,2,,,17:00,2023/4/6
10,741.4,753.9,22,4,,,16:00,2023/4/6
10,741.4,753.9,24,4,,,15:00,2023/4/6
10,741.4,753.9,24,6,,,14:00,2023/4/6
10,741.4,753.9,22,5,,,13:00,2023/4/6
11,742.1,754.6,22,2,,,12:00,2023/4/6
10,742.1,754.6,22,2,,,11:00,2023/4/6
10,742.8,755.4,22,2,,,10:00,2023/4/6
8,742.7,755.4,29,2,,,9:00,2023/4/6
7,743.5,756.2,37,1,,,8:00,2023/4/6
3,744,756.9,52,1,,,7:00,2023/4/6
0,743.9,756.9,60,1,,,6:00,2023/4/6
1,743.9,756.9,51,2,,,5:00,2023/4/6
1,743.9,756.9,51,2,,,4:00,2023/4/6
1,744.7,757.7,51,1,,,3:00,2023/4/6
2,744.7,757.7,48,1,,,2:00,2023/4/6
3,745.3,758.2,41,2,,,1:00,2023/4/6
2,745.2,758.2,48,2,,,0:00,2023/4/6
3,746.1,759,41,1,,,23:00,2023/4/5
3,746.1,759,41,1,,,22:00,2023/4/5
4,746.8,759.7,39,3,烟,,21:00,2023/4/5
3,746.7,759.7,41,3,烟,,20:00,2023/4/5
7,746.9,759.7,34,2,烟,,19:00,2023/4/5
9,747,759.7,27,2,烟,,18:00,2023/4/5
10,747.1,759.7,20,2,烟,,17:00,2023/4/5
10,747.1,759.7,20,2,烟,,16:00,2023/4/5
11,747.9,760.5,20,4,烟,,15:00,2023/4/5
10,748.5,761.2,19,2,,,14:00,2023/4/5
11,749.4,762,22,2,,,13:00,2023/4/5
10,750.1,762.8,24,1,,,12:00,2023/4/5
9,750.8,763.5,27,2,烟,,11:00,2023/4/5
8,751.5,764.3,32,2,烟,,10:00,2023/4/5
7,751.5,764.3,31,1,烟,,9:00,2023/4/5
4,752,765,39,1,烟,,8:00,2023/4/5
2,751.9,765,44,0,烟,,7:00,2023/4/5
-2,751.7,765,59,1,烟,,6:00,2023/4/5
-3,751.7,765,59,0,烟,,5:00,2023/4/5
-4,751.6,765,63,0,,,4:00,2023/4/5
-3,752.5,765.8,59,0,,,3:00,2023/4/5
-1,752.6,765.8,51,1,,,2:00,2023/4/5
0,753.4,766.6,47,1,,,1:00,2023/4/5
0,753.4,766.6,51,1,,,0:00,2023/4/5
1,753.4,766.6,44,1,,,23:00,2023/4/4
0,753.4,766.6,51,1,,,22:00,2023/4/4
0,754.1,767.3,47,1,烟,,21:00,2023/4/4
5,754.3,767.3,31,1,,,20:00,2023/4/4
5,754.3,767.3,28,2,,,19:00,2023/4/4
7,754.4,767.3,23,3,,,18:00,2023/4/4
8,754.5,767.3,21,4,,,17:00,2023/4/4
8,754.5,767.3,21,3,,,16:00,2023/4/4
8,755.2,768.1,21,3,,,15:00,2023/4/4
8,756,768.9,21,3,,,14:00,2023/4/4
7,756.7,769.6,21,3,,,13:00,2023/4/4
7,757.5,770.4,19,2,,,12:00,2023/4/4
5,758,771.1,24,4,,,11:00,2023/4/4
4,758.8,771.9,22,4,,,10:00,2023/4/4
4,759.6,772.7,28,5,,,9:00,2023/4/4
3,759.5,772.7,33,4,,,8:00,2023/4/4
2,758.7,771.9,35,5,,,7:00,2023/4/4
1,758.6,771.9,41,3,,,6:00,2023/4/4
2,757.9,771.1,35,5,,,5:00,2023/4/4
3,757.3,770.4,38,4,,,4:00,2023/4/4
3,757.3,770.4,45,4,,,3:00,2023/4/4
4,756.5,769.6,45,5,,,2:00,2023/4/4
5,756.6,769.6,57,3,烟,,1:00,2023/4/4
6,756.6,769.6,57,3,烟,,0:00,2023/4/4
4,756.5,769.6,70,2,,,23:00,2023/4/3
4,756.5,769.6,70,2,,,22:00,2023/4/3
5,755.9,768.9,66,1,,,21:00,2023/4/3
7,756,768.9,57,3,,,20:00,2023/4/3
7,756,768.9,57,2,,,19:00,2023/4/3
8,755.2,768.1,57,3,,,18:00,2023/4/3
8,754.5,767.3,57,5,,,17:00,2023/4/3
8,754.5,767.3,66,5,,,16:00,2023/4/3
9,753.8,766.6,71,6,,,15:00,2023/4/3
9,753,765.8,76,7,,,14:00,2023/4/3
11,753.1,765.8,82,7,,,13:00,2023/4/3
15,751.8,764.3,59,7,,,12:00,2023/4/3
16,751.9,764.3,42,10,,,11:00,2023/4/3
17,751.1,763.5,37,10,,,10:00,2023/4/3
15,751,763.5,34,9,烟,,9:00,2023/4/3
14,751,763.5,36,5,烟,,8:00,2023/4/3
13,750.9,763.5,36,6,烟,,7:00,2023/4/3
12,750.2,762.8,38,5,烟,,6:00,2023/4/3
12,749.4,762,38,6,烟,,5:00,2023/4/3
12,750.2,762.8,41,6,烟,,4:00,2023/4/3
13,749.5,762,38,6,,,3:00,2023/4/3
12,750.2,762.8,41,4,,,2:00,2023/4/3
13,749.5,762,41,4,,,1:00,2023/4/3
13,750.2,762.8,41,4,烟,,0:00,2023/4/3
13,750.2,762.8,41,4,烟,,23:00,2023/4/2
14,749.5,762,39,3,烟,,22:00,2023/4/2
14,749.5,762,41,3,烟,,21:00,2023/4/2
15,749.5,762,39,3,烟,,20:00,2023/4/2
15,749.5,762,39,2,,,19:00,2023/4/2
18,748.9,761.2,34,3,,,18:00,2023/4/2
20,749,761.2,30,6,,,17:00,2023/4/2
21,748.3,760.5,31,5,,,16:00,2023/4/2
22,748.4,760.5,27,8,,,15:00,2023/4/2
22,749.1,761.2,27,8,,,14:00,2023/4/2
23,749.1,761.2,23,10,,,13:00,2023/4/2
22,749.8,762,23,9,,,12:00,2023/4/2
21,749.8,762,29,7,烟,,11:00,2023/4/2
19,750.5,762.8,32,10,烟,,10:00,2023/4/2
17,750.4,762.8,34,7,烟,,9:00,2023/4/2
14,749.5,762,36,7,烟,,8:00,2023/4/2
11,749.4,762,41,4,烟,,7:00,2023/4/2
9,749.3,762,46,5,烟,,6:00,2023/4/2
9,748.5,761.2,46,5,烟,,5:00,2023/4/2
9,748.5,761.2,46,3,烟,,4:00,2023/4/2
10,747.9,760.5,40,4,烟,,3:00,2023/4/2
11,747.9,760.5,38,4,烟,,2:00,2023/4/2
11,747.9,760.5,38,4,烟,,1:00,2023/4/2
12,747.9,760.5,35,3,烟,,0:00,2023/4/2
11,747.9,760.5,41,2,烟,,23:00,2023/4/1
12,747.2,759.7,38,3,烟,,22:00,2023/4/1
13,747.2,759.7,38,3,烟,,21:00,2023/4/1
14,747.2,759.7,33,3,,,20:00,2023/4/1
16,746.6,759,31,3,,,19:00,2023/4/1
19,746,758.2,26,5,,,18:00,2023/4/1
21,746.1,758.2,25,5,,,17:00,2023/4/1
22,746.1,758.2,23,8,,,16:00,2023/4/1
23,746.1,758.2,22,9,烟,,15:00,2023/4/1
23,746.1,758.2,22,9,烟,,14:00,2023/4/1
23,746.1,758.2,22,9,烟,,13:00,2023/4/1
22,746.1,758.2,27,9,烟,,12:00,2023/4/1
20,746.8,759,35,8,烟,,11:00,2023/4/1
18,746.7,759,37,6,烟,,10:00,2023/4/1
16,746.6,759,42,6,烟,,9:00,2023/4/1
13,746.5,759,47,6,烟,,8:00,2023/4/1
11,746.4,759,50,6,烟,,7:00,2023/4/1
8,745.5,758.2,57,4,烟,,6:00,2023/4/1
10,745.6,758.2,50,4,烟,,5:00,2023/4/1
10,745.6,758.2,54,5,烟,,4:00,2023/4/1
10,745.6,758.2,54,4,烟,,3:00,2023/4/1
11,745.6,758.2,50,4,烟,,2:00,2023/4/1
12,745.7,758.2,47,4,烟,,1:00,2023/4/1
11,745.6,758.2,50,3,烟,,0:00,2023/4/1
13,745.7,758.2,41,4,烟,,23:00,2023/3/31
13,745.7,758.2,41,3,烟,,22:00,2023/3/31
14,745.8,758.2,39,2,烟,,21:00,2023/3/31
14,745.8,758.2,39,3,烟,,20:00,2023/3/31
15,745.8,758.2,36,3,烟,,19:00,2023/3/31
17,745.9,758.2,32,3,烟,,18:00,2023/3/31
20,746,758.2,26,2,烟,,17:00,2023/3/31
21,746.1,758.2,25,5,烟,,16:00,2023/3/31
22,746.1,758.2,23,4,,,15:00,2023/3/31
22,746.9,759,25,6,,,14:00,2023/3/31
21,747.5,759.7,27,5,烟,,13:00,2023/3/31
20,748.3,760.5,28,5,烟,,12:00,2023/3/31
19,748.2,760.5,30,4,烟,,11:00,2023/3/31
16,748.8,761.2,34,3,烟,,10:00,2023/3/31
13,748.7,761.2,38,4,烟,,9:00,2023/3/31
10,748.5,761.2,43,3,烟,,8:00,2023/3/31
5,748.3,761.2,53,3,烟,,7:00,2023/3/31
3,748.2,761.2,56,3,烟,,6:00,2023/3/31
2,748.2,761.2,56,2,烟,,5:00,2023/3/31
3,748.2,761.2,56,3,烟,,4:00,2023/3/31
3,747.5,760.5,56,2,烟,,3:00,2023/3/31
4,747.6,760.5,52,2,烟,,2:00,2023/3/31
3,747.5,760.5,56,1,烟,,1:00,2023/3/31
3,747.5,760.5,52,1,烟,,0:00,2023/3/31
4,747.6,760.5,52,1,烟,,23:00,2023/3/30
5,747.6,760.5,49,1,烟,,22:00,2023/3/30
6,747.7,760.5,46,2,烟,,21:00,2023/3/30
7,746.9,759.7,39,2,烟,,20:00,2023/3/30
9,747,759.7,40,4,烟,,19:00,2023/3/30
14,747.2,759.7,29,2,烟,,18:00,2023/3/30
16,746.6,759,23,4,,,17:00,2023/3/30
16,746.6,759,22,5,,,16:00,2023/3/30
16,746.6,759,22,6,,,15:00,2023/3/30
17,746.7,759,22,6,,,14:00,2023/3/30
16,747.3,759.7,23,6,,,13:00,2023/3/30
15,747.3,759.7,23,6,,,12:00,2023/3/30
15,747.3,759.7,25,7,,,11:00,2023/3/30
14,748,760.5,25,3,,,10:00,2023/3/30
12,747.9,760.5,28,2,,,9:00,2023/3/30
11,747.9,760.5,32,2,,,8:00,2023/3/30
6,747.7,760.5,46,3,,,7:00,2023/3/30
1,746.7,759.7,56,2,,,6:00,2023/3/30
4,746.8,759.7,48,3,,,5:00,2023/3/30
5,746.2,759,42,3,,,4:00,2023/3/30
5,745.4,758.2,45,3,,,3:00,2023/3/30
7,745.5,758.2,39,2,,,2:00,2023/3/30
8,745.5,758.2,40,3,,,1:00,2023/3/30
10,745.1,757.7,35,3,,,0:00,2023/3/30
11,745.1,757.7,35,3,,,23:00,2023/3/29
11,744.4,756.9,38,5,,,22:00,2023/3/29
12,743.7,756.2,47,9,烟,,21:00,2023/3/29
12,742.9,755.4,41,7,,,20:00,2023/3/29
13,743,755.4,33,5,,,19:00,2023/3/29
13,743,755.4,33,5,,,18:00,2023/3/29
18,742.4,754.6,24,9,,,17:00,2023/3/29
19,742.4,754.6,24,10,,,16:00,2023/3/29
19,743.2,755.4,24,12,,,15:00,2023/3/29
20,743.3,755.4,23,10,,,14:00,2023/3/29
19,744,756.2,24,11,,,13:00,2023/3/29
18,744.7,756.9,28,9,,,12:00,2023/3/29
16,745.4,757.7,31,8,烟,,11:00,2023/3/29
13,745.7,758.2,36,8,烟,,10:00,2023/3/29
11,746.4,759,41,8,烟,,9:00,2023/3/29
8,746.3,759,50,7,烟,,8:00,2023/3/29
5,746.8,759.7,57,7,烟,,7:00,2023/3/29
3,746.7,759.7,56,4,烟,,6:00,2023/3/29
2,746.7,759.7,60,4,烟,,5:00,2023/3/29
2,746.7,759.7,60,4,烟,,4:00,2023/3/29
3,747.5,760.5,56,4,烟,,3:00,2023/3/29
4,747.6,760.5,48,4,烟,,2:00,2023/3/29
4,748.3,761.2,45,4,烟,,1:00,2023/3/29
5,748.3,761.2,39,3,烟,,0:00,2023/3/29
2,749,762,38,1,,,23:00,2023/3/28
1,748.9,762,41,2,,,22:00,2023/3/28
1,749.7,762.8,41,1,,,21:00,2023/3/28
3,749.8,762.8,35,1,,,20:00,2023/3/28
6,749.9,762.8,29,3,,,19:00,2023/3/28
9,749.3,762,23,2,,,18:00,2023/3/28
12,749.4,762,19,5,,,17:00,2023/3/28
13,749.5,762,18,6,,,16:00,2023/3/28
13,750.2,762.8,19,5,,,15:00,2023/3/28
14,750.3,762.8,18,3,,,14:00,2023/3/28
13,750.9,763.5,18,4,,,13:00,2023/3/28
12,751.7,764.3,21,2,,,12:00,2023/3/28
10,751.6,764.3,22,3,,,11:00,2023/3/28
9,752.2,765,25,3,,,10:00,2023/3/28
8,752.2,765,29,3,,,9:00,2023/3/28
5,752.1,765,39,2,,,8:00,2023/3/28
0,751.1,764.3,51,1,烟,,7:00,2023/3/28
-5,750.9,764.3,68,1,烟,,6:00,2023/3/28
-6,750.8,764.3,74,1,烟,,5:00,2023/3/28
-4,750.9,764.3,69,2,烟,,4:00,2023/3/28
-3,750.2,763.5,64,3,烟,,3:00,2023/3/28
-2,750.2,763.5,74,2,烟,,2:00,2023/3/28
-2,750.2,763.5,69,1,烟,,1:00,2023/3/28
-1,749.6,762.8,64,1,烟,,0:00,2023/3/28
1,749.7,762.8,51,1,,,23:00,2023/3/27
3,749.8,762.8,45,1,,,22:00,2023/3/27
5,749.1,762,39,3,,,21:00,2023/3/27
6,749.1,762,31,3,,,20:00,2023/3/27
7,749.2,762,29,3,,,19:00,2023/3/27
9,747.8,760.5,21,2,,,18:00,2023/3/27
10,747.9,760.5,19,3,,,17:00,2023/3/27
10,747.9,760.5,19,5,,,16:00,2023/3/27
12,747.9,760.5,16,5,,,15:00,2023/3/27
11,747.9,760.5,17,6,,,14:00,2023/3/27
11,748.6,761.2,16,4,,,13:00,2023/3/27
10,749.3,762,19,4,,,12:00,2023/3/27
9,749.3,762,21,5,,,11:00,2023/3/27
8,749.2,762,29,6,,,10:00,2023/3/27
5,749.9,762.8,36,5,,,9:00,2023/3/27
3,749.8,762.8,41,4,,,8:00,2023/3/27
-1,748.8,762,55,4,,,7:00,2023/3/27
-3,748.7,762,54,3,,,6:00,2023/3/27
-6,748.6,762,63,3,,,5:00,2023/3/27
-4,748.7,762,54,4,,,4:00,2023/3/27
-4,748.7,762,54,4,,,3:00,2023/3/27
-3,748.7,762,50,3,,,2:00,2023/3/27
-5,748.6,762,54,2,,,1:00,2023/3/27
-3,748.7,762,46,2,,,0:00,2023/3/27
-5,749.4,762.8,58,2,,,23:00,2023/3/26
-3,749.5,762.8,50,3,,,22:00,2023/3/26
-1,749.6,762.8,47,3,,,21:00,2023/3/26
-1,748.8,762,47,4,,,20:00,2023/3/26
1,748.9,762,35,3,,,19:00,2023/3/26
4,749.1,762,28,4,,,18:00,2023/3/26
6,748.4,761.2,24,5,,,17:00,2023/3/26
7,749.2,762,25,4,,,16:00,2023/3/26
7,749.2,762,27,5,,,15:00,2023/3/26
7,750,762.8,27,5,,,14:00,2023/3/26
6,749.9,762.8,26,5,,,13:00,2023/3/26
5,750.6,763.5,31,3,,,12:00,2023/3/26
4,751.3,764.3,33,3,,,11:00,2023/3/26
3,751.3,764.3,38,3,,,10:00,2023/3/26
2,751.2,764.3,44,3,,,9:00,2023/3/26
1,751.2,764.3,51,3,,,8:00,2023/3/26
-4,750.9,764.3,80,1,轻雾,,7:00,2023/3/26
-8,750.7,764.3,79,1,轻雾,,6:00,2023/3/26
-8,750.7,764.3,86,1,烟,,5:00,2023/3/26
-7,750.8,764.3,79,0,烟,,4:00,2023/3/26
-5,750.9,764.3,80,0,,,3:00,2023/3/26
-5,750.9,764.3,74,1,烟,,2:00,2023/3/26
-6,750.8,764.3,80,2,烟,,1:00,2023/3/26
-7,750.8,764.3,79,1,,,0:00,2023/3/26
-6,750.8,764.3,74,1,,,23:00,2023/3/25
-5,750.9,764.3,74,0,,,22:00,2023/3/25
-4,751.6,765,69,1,,,21:00,2023/3/25
-3,751.7,765,64,2,,,20:00,2023/3/25
-3,751,764.3,59,3,,,19:00,2023/3/25
-1,751.1,764.3,55,3,,,18:00,2023/3/25
2,751.2,764.3,41,4,,,17:00,2023/3/25
3,751.3,764.3,35,3,,,16:00,2023/3/25
3,751.3,764.3,33,4,,,15:00,2023/3/25
4,752,765,30,6,,,14:00,2023/3/25
3,752,765,35,5,,,13:00,2023/3/25
3,752.7,765.8,38,5,,,12:00,2023/3/25
3,753.5,766.6,35,5,,,11:00,2023/3/25
1,754.1,767.3,41,3,,,10:00,2023/3/25
0,754.1,767.3,47,2,,,9:00,2023/3/25
-1,753.3,766.6,51,2,,,8:00,2023/3/25
-4,753.2,766.6,69,1,烟,,7:00,2023/3/25
-6,753.1,766.6,74,1,,,6:00,2023/3/25
-7,753,766.6,79,1,,,5:00,2023/3/25
-8,753.7,767.3,73,1,,,4:00,2023/3/25
-8,753.7,767.3,73,1,,,3:00,2023/3/25
-8,753.7,767.3,73,1,,,2:00,2023/3/25
-7,753.7,767.3,73,1,,,1:00,2023/3/25
-5,754.6,768.1,68,1,,,0:00,2023/3/25
-5,754.6,768.1,63,0,,,23:00,2023/3/24
-4,754.7,768.1,59,1,,,22:00,2023/3/24
-5,753.8,767.3,63,2,,,21:00,2023/3/24
-3,753.9,767.3,54,1,,,20:00,2023/3/24
-1,754,767.3,47,1,,,19:00,2023/3/24
-1,753.3,766.6,47,2,,,18:00,2023/3/24
1,753.4,766.6,38,4,,,17:00,2023/3/24
1,753.4,766.6,35,4,,,16:00,2023/3/24
2,753.5,766.6,35,4,,,15:00,2023/3/24
2,753.5,766.6,35,4,,,14:00,2023/3/24
1,754.1,767.3,41,5,,,13:00,2023/3/24
1,754.9,768.1,41,4,,,12:00,2023/3/24
0,754.9,768.1,55,4,,,11:00,2023/3/24
-1,754.8,768.1,64,4,,,10:00,2023/3/24
-3,754.7,768.1,69,4,,,9:00,2023/3/24
-4,753.9,767.3,74,4,,,8:00,2023/3/24
-5,753.8,767.3,74,4,,,7:00,2023/3/24
-6,753.1,766.6,80,4,,,6:00,2023/3/24
-7,753,766.6,73,2,,,5:00,2023/3/24
-7,752.3,765.8,68,2,,,4:00,2023/3/24
-6,751.5,765,63,3,,,3:00,2023/3/24
-5,751.6,765,58,3,,,2:00,2023/3/24
-7,751.5,765,68,3,,,1:00,2023/3/24
-6,750.8,764.3,63,2,,,0:00,2023/3/24
-4,750.9,764.3,54,2,,,23:00,2023/3/23
-4,750.9,764.3,54,1,,,22:00,2023/3/23
-3,751,764.3,46,2,,,21:00,2023/3/23
-2,750.2,763.5,43,3,,,20:00,2023/3/23
-2,750.2,763.5,43,3,,,19:00,2023/3/23
-1,749.6,762.8,37,5,,,18:00,2023/3/23
0,748.9,762,34,6,,,17:00,2023/3/23
0,748.1,761.2,32,5,,,16:00,2023/3/23
1,748.1,761.2,29,7,,,15:00,2023/3/23
0,748.1,761.2,32,7,,,14:00,2023/3/23
1,748.1,761.2,29,8,,,13:00,2023/3/23
0,747.4,760.5,32,8,,,12:00,2023/3/23
-1,748,761.2,37,8,,,11:00,2023/3/23
-2,747.3,760.5,37,9,,,10:00,2023/3/23
-2,747.3,760.5,37,10,,,9:00,2023/3/23
-2,746.5,759.7,37,11,,,8:00,2023/3/23
-3,746.5,759.7,43,11,,,7:00,2023/3/23
-3,745.8,759,46,8,,,6:00,2023/3/23
-3,745.8,759,46,8,,,5:00,2023/3/23
-3,745,758.2,46,6,,,4:00,2023/3/23
-1,745.1,758.2,40,9,,,3:00,2023/3/23
-1,745.1,758.2,43,8,,,2:00,2023/3/23
-2,745,758.2,51,6,,,1:00,2023/3/23
0,745.1,758.2,37,6,,,0:00,2023/3/23
0,745.1,758.2,40,6,,,23:00,2023/3/22
2,744,756.9,32,7,,,22:00,2023/3/22
2,744,756.9,32,7,,,21:00,2023/3/22
3,743.3,756.2,33,7,沙,,20:00,2023/3/22
4,742.6,755.4,28,6,沙,,19:00,2023/3/22
5,741.8,754.6,28,7,沙,,18:00,2023/3/22
6,741.9,754.6,26,10,沙,,17:00,2023/3/22
7,741.2,753.9,25,11,沙,沙暴,16:00,2023/3/22
7,741.2,753.9,25,10,沙暴,,15:00,2023/3/22
8,740.5,753.1,23,11,沙暴,,14:00,2023/3/22
8,740.5,753.1,23,12,沙暴,,13:00,2023/3/22
9,739.7,752.3,23,10,沙暴,,12:00,2023/3/22
8,739.7,752.3,21,16,沙暴,,11:00,2023/3/22
10,739.1,751.6,67,11,沙,,10:00,2023/3/22
10,738.3,750.8,67,9,沙,,9:00,2023/3/22
9,738.3,750.8,71,7,,,8:00,2023/3/22
9,738.3,750.8,66,9,,,7:00,2023/3/22
9,737.6,750.1,58,10,,,6:00,2023/3/22
9,737.6,750.1,58,6,,,5:00,2023/3/22
9,738.3,750.8,58,6,,,4:00,2023/3/22
8,738.2,750.8,66,4,,,3:00,2023/3/22
8,739,751.6,66,4,,,2:00,2023/3/22
9,739.1,751.6,62,5,,,1:00,2023/3/22
8,739.7,752.3,66,4,,,0:00,2023/3/22
8,739.7,752.3,66,5,,,23:00,2023/3/21
9,739.7,752.3,66,4,,,22:00,2023/3/21
10,739.8,752.3,62,5,,,21:00,2023/3/21
10,739.8,752.3,62,5,霾,,20:00,2023/3/21
10,739.8,752.3,54,2,烟,,19:00,2023/3/21
11,739.1,751.6,50,3,霾,,18:00,2023/3/21
14,739.3,751.6,39,5,,,17:00,2023/3/21
15,740,752.3,34,6,,,16:00,2023/3/21
15,740,752.3,36,8,,,15:00,2023/3/21
15,740,752.3,31,8,,,14:00,2023/3/21
15,740,752.3,34,7,,,13:00,2023/3/21
15,740,752.3,34,7,,,12:00,2023/3/21
13,739.9,752.3,44,8,沙,,11:00,2023/3/21
11,739.8,752.3,50,9,沙,,10:00,2023/3/21
9,739.7,752.3,62,9,霾,,9:00,2023/3/21
7,739.7,752.3,71,6,霾,,8:00,2023/3/21
5,738.9,751.6,76,6,霾,,7:00,2023/3/21
5,738.9,751.6,76,7,霾,,6:00,2023/3/21
5,738.9,751.6,76,5,霾,,5:00,2023/3/21
5,739.6,752.3,76,5,霾,,4:00,2023/3/21
5,739.6,752.3,76,5,霾,,3:00,2023/3/21
5,739.6,752.3,76,5,霾,,2:00,2023/3/21
6,740.4,753.1,71,5,霾,,1:00,2023/3/21
6,740.4,753.1,71,5,霾,,0:00,2023/3/21
7,740.4,753.1,71,5,霾,,23:00,2023/3/20
8,740.5,753.1,66,6,霾,,22:00,2023/3/20
9,740.5,753.1,62,6,霾,,21:00,2023/3/20
9,740.5,753.1,62,6,霾,,20:00,2023/3/20
10,740.6,753.1,54,4,,,19:00,2023/3/20
